Time,Temperature (° F),,,Dew Point (° F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (Hg),,
11-08-2014,90,81.2,75,75,73.3,72,100,78.4,55,20,12.2,7,26.8,26.8,26.7
12-08-2014,88,81,75,75,72.5,70,100,76.8,55,20,12.7,7,26.8,26.8,26.8
13-08-2014,81,76.9,75,75,74,72,100,91.8,74,14,8.2,6,26.9,26.9,26.8
14-08-2014,91,81.3,73,77,73.1,70,100,78.4,49,20,9.9,2,26.9,26.8,26.8
15-08-2014,91,82,73,75,70.9,66,100,71.4,43,16,10.6,6,26.9,26.8,26.8
16-08-2014,90,81.8,75,73,70.3,66,94,69.7,49,14,8.4,2,26.9,26.8,26.8
17-08-2014,90,81.8,75,77,71.8,66,100,74.4,49,14,6.8,1,26.9,26.8,26.8
18-08-2014,88,80.3,75,77,74.5,70,100,84.3,55,13,5.6,1,26.9,26.8,26.8
19-08-2014,93,80.6,73,79,74.9,68,100,85.5,44,15,5.9,1,26.9,26.8,26.8
20-08-2014,97,81.3,73,77,74,68,100,82.1,39,21,6.1,2,26.9,26.8,26.7
21-08-2014,95,83.3,75,79,75.3,70,100,80.3,44,18,5,0,26.8,26.7,26.6
22-08-2014,95,84.5,75,79,75,70,100,75.5,46,14,6.3,0,26.8,26.7,26.6
23-08-2014,91,82.5,75,77,74.3,70,100,78.4,49,15,8.2,2,26.8,26.8,26.7
24-08-2014,90,82.8,77,75,73.3,72,94,74.4,55,15,10.9,7,26.8,26.8,26.7
25-08-2014,90,82.1,75,77,73.3,72,94,76,55,17,12.3,7,26.9,26.8,26.8
26-08-2014,90,81.6,77,73,71.8,68,89,72.8,52,20,14.8,10,26.9,26.8,26.8
27-08-2014,82,77.9,73,75,72.7,70,100,84.6,66,20,13.5,10,26.8,26.8,26.7
28-08-2014,84,77.4,0,73,70,0,94,76,0,23,16.3,13,26.8,26.2,0
29-08-2014,86,79.8,73,75,72.3,72,94,77.8,62,23,16.3,12,26.8,26.7,26.6
30-08-2014,86,80.3,75,75,72.5,70,94,77.9,58,23,16.6,12,26.8,26.7,26.6
31-08-2014,88,81.2,73,79,72.8,70,100,76.6,58,26,16.2,8,26.8,26.7,26.6
01-09-2014,88,80.2,75,77,73,72,94,79.9,58,23,15.7,8,26.8,26.7,26.6
02-09-2014,88,81,75,75,73.4,72,100,79.2,58,18,12,7,26.8,26.8,26.7
03-09-2014,88,79.8,0,77,71.9,0,100,76.5,0,20,11.6,5,26.9,26.3,0
04-09-2014,86,80.6,75,75,72.3,70,100,76.5,58,20,13.5,9,26.9,26.8,26.8
05-09-2014,90,80.7,75,75,72.6,70,94,77.5,55,20,13.9,6,26.9,26.8,26.8
06-09-2014,88,79.8,75,77,73.7,70,100,83.1,55,21,13.2,8,26.8,26.8,26.7
07-09-2014,88,80.6,73,75,72.8,72,100,78.7,58,20,13,6,26.9,26.8,26.7
08-09-2014,90,80.9,73,73,70.7,66,100,72.8,49,22,16,12,26.9,26.8,26.8
09-09-2014,91,79.7,0,73,68.3,0,100,68.9,0,20,11.8,6,26.9,26.3,0
10-09-2014,91,81.3,72,73,69.4,63,100,70,38,17,11.3,6,26.9,26.8,26.8
11-09-2014,91,82.7,73,73,69.1,64,100,66.2,41,15,8.8,0,26.9,26.9,26.8
12-09-2014,93,82.5,73,73,69.7,64,100,67.4,41,15,8.5,2,26.9,26.9,26.8
13-09-2014,90,82.2,75,73,70.5,66,94,70.3,46,16,11.3,6,26.9,26.8,26.8
14-09-2014,90,81.6,75,75,71.9,68,94,74.5,49,18,10.8,5,26.9,26.8,26.7
15-09-2014,91,82.2,75,75,71.9,68,94,73.3,46,18,12.3,7,26.9,26.8,26.7
16-09-2014,90,81.4,75,73,71.3,68,89,72.5,49,22,14.6,8,26.8,26.8,26.7
17-09-2014,91,82.8,75,77,74.3,72,94,76.5,59,15,9.4,0,26.8,26.7,26.6
18-09-2014,88,78.9,0,75,70,0,100,74,0,15,9.1,2,26.9,26.3,0
19-09-2014,88,79.5,70,77,72.9,70,100,82.1,58,16,10.5,7,26.9,26.8,26.7
20-09-2014,84,79,73,75,73.4,72,100,84.2,66,16,9.7,5,26.8,26.8,26.7
21-09-2014,88,80.3,73,77,73.6,72,100,81.3,58,12,6.3,1,26.9,26.8,26.8
22-09-2014,90,84.2,77,79,74.8,72,100,74.9,55,9,5,0,26.9,26.8,26.8
23-09-2014,93,83.8,75,79,75.5,70,100,78.2,49,14,5.3,0,26.9,26.8,26.8
24-09-2014,93,81.3,75,77,75.1,72,100,84,49,14,6.3,1,26.9,26.8,26.7
25-09-2014,91,80.9,73,77,74.7,72,100,84.2,52,15,6.1,1,26.9,26.8,26.8
26-09-2014,91,82,73,79,75.7,72,100,83.3,52,16,5.1,0,26.9,26.9,26.8
27-09-2014,93,83.3,75,79,74.8,66,100,78.6,43,12,6.6,1,26.9,26.9,26.8
28-09-2014,91,81.1,75,79,75.7,72,100,86,55,14,7.4,1,26.9,26.9,26.8
29-09-2014,91,81.6,73,79,74.3,0,100,82.8,0,12,5.8,1,26.9,26.3,0
30-09-2014,93,84.5,75,81,78,75,100,81.7,59,12,7,1,26.9,26.9,26.8
01-10-2014,95,83,72,81,74.7,66,100,78.4,43,14,5.2,0,26.9,26.9,26.8
02-10-2014,95,83.1,72,77,70.2,61,100,69.9,32,10,4.3,0,26.9,26.9,26.8
03-10-2014,93,81.1,0,77,70.6,0,100,71.6,0,10,3,0,26.9,26.3,0
04-10-2014,93,82.9,73,77,72.9,66,100,74.3,43,8,3.1,0,26.9,26.9,26.8
05-10-2014,95,81.3,73,77,72.3,0,100,78.3,0,15,5.8,0,26.9,26.4,0
06-10-2014,91,79,72,77,73.9,70,100,86.9,52,22,6.6,1,26.9,26.9,26.8
07-10-2014,90,79.7,73,79,75.3,72,100,88.2,55,9,5.3,1,26.9,26.8,26.8
08-10-2014,88,78.6,72,79,74.7,72,100,89.1,66,16,6.6,1,26.9,26.8,26.8
09-10-2014,90,81.3,72,81,76,72,100,85.6,59,7,3.3,0,26.9,26.8,26.8
10-10-2014,90,81.9,75,79,76.8,73,100,86.1,59,13,7,0,26.9,26.8,26.7
11-10-2014,88,81.1,77,81,77,75,100,88.1,70,13,8.3,3,26.9,26.8,26.7
12-10-2014,90,82.8,77,79,74.4,66,100,78.8,46,14,9,2,26.8,26.8,26.7
13-10-2014,91,81.5,73,77,71,59,100,74.7,34,14,6.1,0,26.9,26.8,26.7
14-10-2014,93,84,73,79,71.9,64,100,71.1,38,8,4,0,26.9,26.9,26.8
15-10-2014,93,81.1,75,77,74.8,68,100,83.8,44,13,6.2,2,27,26.9,26.8
16-10-2014,91,80,0,79,73.6,0,100,81.5,0,15,6.9,2,27,26.4,0
17-10-2014,90,79.5,73,79,74.7,70,100,87.3,55,16,7.8,2,26.9,26.9,26.8
18-10-2014,86,76.7,72,79,75.3,72,100,96.1,66,16,5.6,0,26.9,26.9,26.8
19-10-2014,84,75.8,0,77,73.8,0,100,92.1,0,13,5.7,0,26.9,26.3,0
20-10-2014,84,78.3,73,77,75,73,100,88.5,0,15,8.5,5,26.9,26.9,26.8
21-10-2014,88,78.3,72,75,71.2,66,100,81.3,49,16,7.1,0,27,26.9,26.8
22-10-2014,88,76.1,0,77,72.5,0,100,88.6,0,17,7.5,2,27,26.5,0
23-10-2014,84,76.2,72,79,73.9,72,100,93.4,66,13,5.5,0,27,26.9,26.9
24-10-2014,88,78.5,0,79,73.8,0,100,85.4,0,12,6.4,0,26.9,26.3,0
25-10-2014,88,75.3,0,79,72.2,0,100,87.8,0,15,6.5,0,26.9,25.9,0
26-10-2014,88,70.6,0,77,67.8,0,100,81.8,0,13,4.7,0,27,24,0
27-10-2014,84,76,0,77,74,0,100,92.2,0,8,3.5,1,27,26.4,0
28-10-2014,88,76.9,0,79,72.9,0,100,86.9,0,7,2.9,0,27,26.4,0
29-10-2014,86,77.4,72,75,70.2,0,100,81.9,0,9,3.8,0,27,26.4,0
30-10-2014,86,74.9,0,75,64.5,0,100,72.5,0,10,4.2,0,26.9,25.7,0
31-10-2014,86,79,68,73,65.6,57,100,66.7,40,10,3.7,0,26.9,26.9,26.8
01-11-2014,86,77.7,0,77,69.7,0,100,75.9,0,10,4.4,1,26.9,26.3,0
02-11-2014,84,76.2,0,75,69.8,0,100,79.1,0,9,4,0,27,26.3,0
03-11-2014,86,75.7,66,72,67.9,64,100,78.4,48,10,3.1,0,27,26.9,26.8
04-11-2014,84,74.6,66,72,65.5,57,100,77.1,40,10,3.2,0,27,26.9,26.9
05-11-2014,86,76,64,73,60.5,48,100,64.4,28,15,4.6,0,27,26.9,26.9
06-11-2014,90,77.9,64,72,62.8,54,100,65.8,31,13,5,0,27,26.9,26.8
07-11-2014,88,78.4,66,72,63.1,59,100,62.6,38,10,3.8,0,26.9,26.9,26.8
08-11-2014,90,78.8,68,70,62.3,54,100,60.9,31,6,2.6,0,26.9,26.9,26.8
09-11-2014,88,77.5,0,73,65.8,0,100,68,0,9,3.7,0,26.9,26.3,0
10-11-2014,90,80.9,68,77,73.1,68,100,79.8,49,10,4.5,1,26.9,26.9,26.8
11-11-2014,91,80,72,77,71.3,0,100,80.3,0,13,5.6,1,26.9,26.4,0
12-11-2014,86,76.6,73,77,74,72,100,92.5,62,14,7.5,2,26.9,26.9,26.8
13-11-2014,77,74.4,73,77,74.3,73,100,99.8,94,15,7.9,3,26.9,26.9,26.8
14-11-2014,88,76.4,0,77,73.6,0,100,90.1,0,16,7.8,2,27,26.4,0
15-11-2014,88,76.7,66,75,71.2,66,100,84.2,58,13,6.3,0,27,26.9,26.9
16-11-2014,88,76,64,72,68.6,63,100,80.1,43,15,6.9,1,27,26.9,26.8
17-11-2014,88,75.6,64,72,66.2,61,100,75.9,43,15,6.8,0,27,26.9,26.9
18-11-2014,88,74.8,0,75,67.7,0,100,79.9,0,15,6.7,1,27,26.9,26.9
19-11-2014,88,76.4,66,73,67.9,0,100,80,0,10,6,0,27,26.9,26.9
20-11-2014,86,75.8,68,73,68.8,61,100,81.1,45,13,5.5,0,27,26.9,26.8
21-11-2014,90,76,68,73,68.1,57,100,80.8,37,10,5,0,27,26.9,26.8
22-11-2014,88,75.6,0,75,69.7,0,100,83.4,0,9,5.1,1,27,26.5,0
23-11-2014,90,77.3,68,73,65.3,55,100,72,31,10,6.1,2,26.9,26.9,26.8
24-11-2014,90,75.7,66,72,67.1,57,100,79.2,35,9,4.9,2,27,26.9,26.8
25-11-2014,86,74.6,66,72,66.8,61,100,79.6,45,9,4.9,0,27,26.9,26.8
26-11-2014,86,74.6,64,70,65.7,59,100,77.5,40,9,5.7,1,26.9,26.9,26.8
27-11-2014,88,74.9,64,70,63.6,50,100,74.2,27,9,4.6,1,26.9,26.9,26.8
28-11-2014,84,73,64,70,60.7,48,100,70.5,30,9,3.7,1,26.9,26.9,26.8
29-11-2014,82,74.8,68,70,63.5,57,100,70.5,42,10,5.2,2,26.9,26.9,26.8
30-11-2014,82,76,68,68,58.8,50,94,57.6,32,12,7.6,2,26.9,26.9,26.8
01-12-2014,88,76.8,64,68,60.8,48,94,61.9,28,16,6.6,0,26.9,26.9,26.8
02-12-2014,86,73.8,61,66,59.4,0,100,66.6,0,8,3.2,0,27,26.4,0
03-12-2014,88,73.3,59,70,58.6,54,100,65.1,31,8,2.8,0,27,26.9,26.9
04-12-2014,88,73.2,59,66,57.7,48,100,65.8,25,12,3.5,0,27,26.9,26.8
05-12-2014,88,70.9,0,70,58.3,0,100,69.9,0,8,3.7,0,27,26.4,0
06-12-2014,88,72,61,70,65,54,100,83,31,8,3.7,0,27,26.9,26.9
07-12-2014,88,76.6,70,73,70.7,68,100,84.1,55,9,4.6,0,27,26.9,26.8
08-12-2014,90,77.7,70,75,71.8,68,100,84.5,49,8,4.5,0,27,26.9,26.9
09-12-2014,88,80,73,77,72.3,68,100,80.1,52,8,4.6,2,27,26.9,26.9
10-12-2014,90,78.4,72,77,74.2,70,100,88.8,52,15,6.2,2,27,26.9,26.8
11-12-2014,86,78.4,72,77,73,70,100,84.9,58,10,6.4,1,27,26.9,26.9
12-12-2014,86,74.6,0,75,70.9,0,100,88,0,14,7.1,2,27,26.4,0
13-12-2014,86,72.4,0,75,66.9,0,100,79.1,0,12,6.5,2,27,25.3,0
14-12-2014,81,74.9,70,77,73.4,70,100,96,83,12,4.6,0,27,26.9,26.9
15-12-2014,90,79.1,72,75,72.3,66,100,82.3,46,9,5.1,0,27,26.9,26.9
16-12-2014,90,75.3,0,75,68.2,0,100,77.5,0,14,6.9,2,27,25.8,0
17-12-2014,84,76.3,70,73,71,68,100,84.3,58,13,7.7,1,27,26.9,26.9
18-12-2014,82,74.3,0,73,70,0,100,85.6,0,14,8,2,27,26.4,0
19-12-2014,81,74.2,72,77,73.1,72,100,96.9,79,10,5.7,2,27,27,26.9
20-12-2014,84,73.4,0,72,68.2,0,100,83.8,0,7,4.8,1,27,26.4,0
21-12-2014,88,76.4,68,73,68.6,63,100,79.7,43,9,4.4,1,26.9,26.9,26.8
22-12-2014,86,74.7,0,73,63.5,0,100,73.7,0,8,4.8,0,26.9,25.8,0
23-12-2014,86,76.8,70,73,68.3,61,100,78.2,43,14,5.3,1,26.9,26.9,26.9
24-12-2014,88,76,66,72,67.5,63,100,77.5,43,9,4.6,0,27,26.9,26.9
25-12-2014,84,71.9,61,72,59.7,52,100,69.5,35,9,3.5,0,27,26.4,0
26-12-2014,84,72.1,61,64,58.6,50,100,67.9,30,13,4.6,0,26.9,26.9,26.8
27-12-2014,86,70.9,0,66,59.3,0,100,66.5,0,9,4.3,0,27,25.8,0
28-12-2014,82,73.7,0,73,69.7,0,100,85.8,0,9,5.8,2,27,26.4,0
29-12-2014,82,75.5,70,75,72.7,70,100,92.1,74,12,6,2,26.9,26.8,26.8
30-12-2014,88,76.2,68,73,69.5,66,100,82.1,49,9,3.6,0,26.9,26.8,26.7
31-12-2014,91,81.8,70,75,67.8,59,100,67.1,36,10,4.2,1,26.9,26.8,26.7
01-01-2015,88,76.6,68,77,72.5,63,100,89.8,43,10,4.2,0,26.9,26.8,26.8
02-01-2015,86,75.6,66,79,70.6,66,100,86.5,51,9,4.2,0,26.9,26.9,26.8
03-01-2015,88,76.3,68,77,69.1,63,100,81.6,43,9,4.1,0,27,26.9,26.9
04-01-2015,90,79,72,75,69.7,61,100,77.4,38,9,5.2,1,27,26.9,26.9
05-01-2015,88,76.8,70,73,68.2,59,100,78.8,38,8,4.7,2,27,26.9,26.9
06-01-2015,86,76,68,75,68,63,100,78.8,48,9,4.2,1,27,26.9,26.9
07-01-2015,90,75.8,66,72,66.6,61,100,77.1,38,7,3,1,27,26.9,26.9
08-01-2015,88,77.3,68,73,68.8,63,100,78,43,7,3.6,1,27,26.9,26.9
09-01-2015,86,75,66,75,66.1,57,100,77.8,37,8,3.9,0,27,26.9,26.9
10-01-2015,86,72.1,57,70,55,46,100,61.5,25,9,4.4,0,27,27,26.9
11-01-2015,86,71.1,55,63,52.8,41,100,61.1,20,10,3.8,0,27,26.9,26.9
12-01-2015,84,70.2,59,68,54.4,41,100,65.3,22,9,3.2,0,27,26.9,26.9
13-01-2015,86,70.8,57,66,55.3,39,100,66.7,19,10,3.8,0,27,26.9,26.8
14-01-2015,86,70.9,59,70,60.3,52,100,74.6,31,8,3.9,1,27,26.9,26.8
15-01-2015,88,72.7,61,68,57.9,46,100,66.5,25,7,3.1,0,27,26.9,26.9
16-01-2015,86,73.8,64,72,64.9,57,100,78.2,37,8,4.3,0,27,26.9,26.9
17-01-2015,88,75.7,66,72,65.5,59,100,74,40,8,4.2,1,27,26.9,26.9
18-01-2015,88,75.7,64,66,62.5,57,100,67.8,35,7,3.9,1,27,26.9,26.9
19-01-2015,90,75.7,63,68,63.3,57,100,70.3,33,12,5.4,0,27,26.9,26.9
20-01-2015,86,74.8,64,70,63.9,59,100,72.6,40,9,5.9,2,27,27,26.9
21-01-2015,86,74.1,64,70,62.8,59,100,70.9,40,9,5.7,1,27.1,27,27
22-01-2015,90,76,63,72,60.1,48,100,65.1,25,9,4,0,27.1,27,26.9
23-01-2015,88,77.7,68,75,67.5,57,100,75.6,35,9,6.5,2,27,26.9,26.9
24-01-2015,86,76.8,70,73,67.9,63,100,77.2,45,10,5.8,1,27,27,26.9
25-01-2015,90,76.3,63,72,57,43,100,60.6,20,12,6,1,27,27,26.9
26-01-2015,88,72.9,63,70,61.5,52,100,73.8,29,13,5.5,1,27,27,26.9
27-01-2015,88,76.4,61,72,64.2,55,100,70.2,33,15,7.8,2,27,26.9,26.9
28-01-2015,88,76.5,66,72,66.8,61,100,75.3,40,9,5.2,1,27,26.9,26.8
29-01-2015,88,77.8,68,73,67.3,0,100,74.7,0,8,5.1,2,27,26.4,0
30-01-2015,88,76.6,66,72,67.2,61,100,76.3,40,10,5.7,0,27,27,26.9
31-01-2015,91,79.9,64,66,59.7,54,100,55.7,28,10,6.5,0,27,27,26.9
01-02-2015,90,74.7,64,70,61.9,52,100,71,27,10,5,1,27,27,26.9
02-02-2015,88,76.3,64,70,63.2,55,100,69.2,35,13,8.3,2,27,27,26.9
03-02-2015,90,75.2,63,70,61.4,52,100,68.3,29,10,6.4,2,27.1,27,27
04-02-2015,88,74.8,64,68,60.6,48,100,68.5,25,13,5.5,0,27.1,27,26.9
05-02-2015,91,75.5,63,68,59.5,46,100,66.4,21,10,5.1,0,27,27,26.9
06-02-2015,91,77.8,63,70,56,39,100,56.2,16,12,6,0,27,27,26.9
07-02-2015,91,74.8,63,68,57.5,43,100,63.9,20,10,5.9,0,27,26.9,26.9
08-02-2015,91,76.6,63,68,57.5,45,100,60.7,21,9,5.4,0,27,26.9,26.9
09-02-2015,93,76.4,63,70,58.4,46,100,62.4,21,12,6.9,1,27,26.9,26.9
10-02-2015,90,75.2,61,66,56.9,46,100,60.1,24,9,4.2,0,27,26.9,26.9
11-02-2015,91,77,61,75,61.1,39,100,66.9,16,9,5.3,0,27,26.9,26.9
12-02-2015,93,79.5,68,72,60.5,45,100,60.5,19,8,4.2,1,27,26.9,26.8
13-02-2015,93,77.7,0,73,56,0,100,53.3,0,6,2.6,0,27,26.4,0
14-02-2015,95,80.1,64,73,55.7,39,100,51.9,14,9,3.8,0,27,26.4,0
15-02-2015,95,80.2,64,63,52,41,94,43.7,15,10,4.7,0,27,26.9,26.8
16-02-2015,95,79.6,64,61,51.9,41,88,44.4,15,12,4.7,0,27,26.9,26.9
17-02-2015,95,79.1,63,64,51.5,39,94,44.7,15,10,3.9,0,27,26.9,26.8
18-02-2015,95,81.6,63,63,53.2,41,83,44.4,15,12,4.9,0,26.9,26.9,26.8
19-02-2015,95,80.2,66,64,53.2,41,88,45,16,10,4.9,0,27,26.9,26.8
20-02-2015,93,78.5,64,63,54.9,45,88,49.9,20,13,6.2,1,27,26.9,26.8
21-02-2015,91,79.1,63,63,53.5,46,94,46.3,21,14,7.2,0,27,26.9,26.9
22-02-2015,91,78.9,63,61,51.1,45,83,42.3,21,15,7.4,0,27,26.9,26.9
23-02-2015,91,78,61,57,48.5,39,82,40.8,16,18,7.7,0,27,26.9,26.9
24-02-2015,91,77.6,61,54,38.5,21,77,31.5,8,12,5.5,0,27,26.9,26.8
25-02-2015,93,78.9,61,54,41,28,68,32,10,9,3.4,0,26.9,26.9,26.8
26-02-2015,95,81.9,63,73,57.9,0,100,50,0,8,4.3,0,26.9,26.3,0
27-02-2015,95,84.2,72,77,63.5,50,100,55.8,22,12,5.5,1,26.9,26.9,26.8
28-02-2015,93,82.2,0,77,67.7,0,100,62.5,0,14,8.2,1,26.9,26.1,0
01-03-2015,91,80.7,0,77,70,0,100,71.6,0,16,7.7,2,26.9,26.3,0
02-03-2015,95,82.8,75,77,71.9,63,100,73.6,36,12,5.7,1,27,26.9,26.8
03-03-2015,88,78.5,0,77,73.2,0,100,84.2,0,15,4.5,0,27,26.4,0
04-03-2015,93,80.9,73,79,71.7,61,100,77.9,34,20,5,0,26.9,26.9,26.8
05-03-2015,93,83.1,72,79,71.2,63,100,71.8,36,10,5,0,27,26.9,26.8
06-03-2015,91,79.9,73,79,74.3,68,100,84.8,46,14,5.1,1,27,26.9,26.9
07-03-2015,93,82.3,73,79,71.5,64,100,74.1,38,13,6.1,2,27,26.9,26.8
08-03-2015,91,81.9,73,75,66.8,57,100,65.7,31,12,6.7,2,27,26.9,26.9
09-03-2015,93,81.7,73,75,68,55,100,69.2,28,10,5.5,0,27,27,26.9
10-03-2015,93,80.2,64,75,56.2,46,100,51.6,20,18,6.2,0,27,27,26.9
11-03-2015,93,79.8,61,72,60.3,0,100,58,0,14,6.7,1,27,26.4,0
12-03-2015,91,80.4,70,73,66.7,61,100,67.1,38,16,7.7,0,27,26.9,26.9
13-03-2015,93,81,66,73,62.5,55,100,59.3,28,14,7.9,0,27,26.9,26.9
14-03-2015,93,82.4,68,75,61.9,52,100,56,24,14,8.3,2,27,27,26.9
15-03-2015,95,81.8,0,77,64.8,0,100,60.5,0,14,7,1,27,26.4,0
16-03-2015,95,83.4,72,73,59.7,45,100,51.3,18,9,6,1,27,27,26.9
17-03-2015,97,83.4,68,68,48.1,32,94,37.8,10,12,4.8,0,27,26.9,26.8
18-03-2015,99,83.6,66,61,47.6,34,83,35.5,11,8,3.6,0,27,26.9,26.8
19-03-2015,99,84.6,68,64,51.8,37,73,38.4,12,13,5.8,0,27,26.9,26.8
20-03-2015,99,84.6,66,66,52,34,88,41.5,11,18,7,0,27,26.9,26.9
21-03-2015,99,85,70,68,50.6,39,88,36.9,13,15,5.6,0,27,27,26.9
22-03-2015,100,86.4,68,63,52.6,43,78,36.3,14,15,4.9,0,27,26.9,26.9
23-03-2015,99,86.9,73,72,58.9,52,70,42.4,21,9,4.3,0,26.9,26.9,26.8
24-03-2015,100,87.1,72,70,59,48,78,43,18,13,5.8,0,26.9,26.3,0
25-03-2015,99,84.4,0,73,59.8,0,88,47.8,0,14,7.1,0,26.9,26.3,0
26-03-2015,97,86,72,73,59.7,50,94,47.4,20,15,8.2,1,27,26.9,26.9
27-03-2015,99,82.7,70,73,60.5,41,100,57.4,15,16,6.8,1,27,26.9,26.9
28-03-2015,99,85.4,72,75,56.9,41,100,47.5,15,15,6.8,0,27,26.9,26.8
29-03-2015,99,84.2,0,73,58.8,0,100,46.7,0,12,6.2,0,26.9,26.3,0
30-03-2015,97,85.9,73,75,62.6,52,94,51,23,12,6.2,1,26.9,26.9,26.8
31-03-2015,97,86.1,75,77,69.3,63,94,61.1,34,9,5.7,2,26.9,26.9,26.8
01-04-2015,97,86.4,77,79,69.7,63,100,61.2,34,17,6.9,2,26.9,26.9,26.8
02-04-2015,97,88.5,77,77,66.7,55,100,53.5,25,12,5.7,1,26.9,26.8,26.8
03-04-2015,99,85.1,0,79,69.8,0,94,63,0,14,6.5,0,26.9,26.3,0
04-04-2015,99,87.5,0,77,65.1,0,94,50.8,0,12,4.4,0,26.8,26.2,0
05-04-2015,99,90.1,81,81,68.1,59,100,52,27,22,6.7,2,26.8,26.8,26.7
06-04-2015,102,86.3,0,81,63.4,0,100,48.4,0,10,6.3,0,26.9,25.1,0
07-04-2015,100,88,0,81,66.4,0,100,51.4,0,10,6.3,0,26.9,26.3,0
08-04-2015,97,84.1,0,79,65.7,0,100,54.6,0,58,8.9,0,26.9,25.8,0
09-04-2015,97,83.8,72,72,64.3,0,89,56.3,0,12,7.8,0,26.9,26.3,0
10-04-2015,93,83.8,73,72,65.1,0,88,56.4,0,12,5.5,2,26.9,26.3,0
11-04-2015,97,82.2,0,72,65.8,0,83,58.7,0,9,5,0,27,26.4,0
12-04-2015,86,75.5,70,73,69.8,66,100,83.7,51,12,7.1,2,27,26.9,26.9
13-04-2015,86,73.4,68,73,66,64,100,79.9,51,17,5.5,2,27,26.9,26.8
14-04-2015,88,77.1,68,72,66.6,61,94,71.6,43,12,4.2,2,26.9,26.9,26.8
15-04-2015,84,75.8,72,70,65.4,61,94,71.5,45,14,5.8,3,26.9,26.9,26.8
16-04-2015,90,79.1,68,77,68.5,57,100,73.2,37,22,6.3,0,27,26.9,26.8
17-04-2015,91,80.8,73,77,73.2,68,100,79.7,46,13,5.5,1,27,26.9,26.8
18-04-2015,93,83.5,73,77,71.1,63,100,71,36,10,4.7,0,26.9,26.8,26.8
19-04-2015,97,85.8,75,79,66.8,0,100,60,0,12,5.8,0,26.9,26.3,0
20-04-2015,95,85.5,75,77,71.7,64,100,67.5,36,10,4.8,0,26.9,26.9,26.8
21-04-2015,97,83,0,81,73.2,0,100,73.7,0,20,5.8,0,26.9,26.3,0
22-04-2015,97,84,77,79,74.4,66,100,76.4,41,20,5.3,0,26.9,26.9,26.8
23-04-2015,97,84.2,77,79,73.7,66,100,73.5,37,16,6.9,1,26.9,26.9,26.8
24-04-2015,97,85.3,73,77,68.4,57,100,62.7,27,18,5.3,0,26.9,26.9,26.8
25-04-2015,97,82.3,75,77,72.6,61,100,76.1,30,15,5.5,1,26.9,26.9,26.8
26-04-2015,95,84.2,75,77,70.8,59,100,67.5,34,16,4.7,0,26.9,26.9,26.8
27-04-2015,95,83.3,0,77,69.8,0,100,66.3,0,12,5.1,0,26.9,26.3,0
28-04-2015,99,86.2,75,79,71.6,54,100,65.6,26,17,5.2,0,26.9,26.9,26.8
29-04-2015,99,84,77,77,71.3,63,94,68.5,37,20,8.2,2,26.9,26.9,26.8
30-04-2015,97,80.9,72,77,72.2,66,100,78.7,39,28,11.5,2,26.9,26.9,26.8
01-05-2015,93,81.2,70,70,62.5,57,100,56.1,30,12,5.6,0,26.9,26.9,26.8
02-05-2015,91,81.7,75,75,69.5,64,100,69.2,41,21,8.2,2,26.9,26.9,26.8
03-05-2015,95,83.5,75,77,71.8,66,100,70.9,39,9,3.9,0,26.9,26.8,26.8
04-05-2015,97,84.9,75,79,74.2,66,100,73,37,10,4.2,0,26.9,26.9,26.8
05-05-2015,95,86.2,79,79,71.8,61,100,65.8,32,8,4.7,1,26.9,26.8,26.8
06-05-2015,91,83.3,77,81,75.7,72,100,79.8,52,12,3.8,0,26.9,26.8,26.7
07-05-2015,97,86.4,77,77,73.6,66,100,67.7,37,10,4.9,1,26.9,26.8,26.8
08-05-2015,99,88.4,77,77,70.6,61,94,59.7,30,12,5.6,1,26.9,26.8,26.7
09-05-2015,99,84.8,0,77,67.5,0,100,57,0,10,4.8,1,26.8,25.7,0
10-05-2015,95,88.5,81,79,72.3,63,89,61.1,34,8,4.9,1,26.8,26.8,26.7
11-05-2015,93,85.3,77,79,75.3,72,100,72.9,49,15,6.2,3,26.9,26.8,26.8
12-05-2015,95,83.9,77,81,75.5,68,100,78.9,41,10,4.8,0,26.9,26.8,26.7
13-05-2015,91,81.5,0,79,72,0,100,73.5,0,18,6,1,26.9,26.3,0
14-05-2015,91,83.1,77,79,74.9,70,100,78.8,49,14,6.8,1,26.9,25.7,0
15-05-2015,91,80.8,0,81,76,0,100,85.2,0,17,4.7,0,26.9,26.3,0
16-05-2015,93,79.3,75,81,77,73,100,94,52,18,5.9,1,26.8,26.8,26.7
17-05-2015,91,77,0,81,73.9,0,100,87.5,0,20,7,0,26.8,25.7,0
18-05-2015,93,83.1,73,77,74.7,68,100,77.5,49,10,6.2,3,26.8,26.8,26.7
19-05-2015,95,81.5,73,77,74,68,100,80.5,49,29,10.7,2,26.9,26.8,26.7
20-05-2015,99,87.7,75,81,74.8,66,100,69.4,37,15,9.6,5,26.9,26.8,26.8
21-05-2015,95,83.2,0,81,74.7,0,100,73.3,0,16,12.4,0,26.9,25.7,0
22-05-2015,95,87.5,81,81,79,75,100,76.7,53,15,12.6,8,26.9,26.8,26.8
23-05-2015,95,85.8,79,81,75.7,63,100,73.8,43,18,13.1,5,26.9,26.8,26.8
